Metal,Substrate,theta,Temp,Me_MagpieData mean Number,Me_MagpieData mean MendeleevNumber,Me_MagpieData mean AtomicWeight,Me_MagpieData mean MeltingT,Me_MagpieData mean Column,Me_MagpieData mean Row,Me_MagpieData mean CovalentRadius,Me_MagpieData mean Electronegativity,Me_MagpieData mean NsValence,Me_MagpieData mean NpValence,Me_MagpieData mean NdValence,Me_MagpieData mean NfValence,Me_MagpieData mean NValence,Me_MagpieData mean NsUnfilled,Me_MagpieData mean NpUnfilled,Me_MagpieData mean NdUnfilled,Me_MagpieData mean NUnfilled,Me_MagpieData mean GSvolume_pa,Me_MagpieData mean GSbandgap,Me_MagpieData mean GSmagmom,Me_MagpieData mean SpaceGroupNumber,Ce_MagpieData mean Number,Ce_MagpieData mean MendeleevNumber,Ce_MagpieData mean AtomicWeight,Ce_MagpieData mean MeltingT,Ce_MagpieData mean Column,Ce_MagpieData mean Row,Ce_MagpieData mean CovalentRadius,Ce_MagpieData mean Electronegativity,Ce_MagpieData mean NsValence,Ce_MagpieData mean NpValence,Ce_MagpieData mean NdValence,Ce_MagpieData mean NfValence,Ce_MagpieData mean NValence,Ce_MagpieData mean NsUnfilled,Ce_MagpieData mean NpUnfilled,Ce_MagpieData mean NdUnfilled,Ce_MagpieData mean NfUnfilled,Ce_MagpieData mean NUnfilled,Ce_MagpieData mean GSvolume_pa,Ce_MagpieData mean GSbandgap,Ce_MagpieData mean GSmagmom,Ce_MagpieData mean SpaceGroupNumber
Ga0.965Ti0.035,Si1O2,57,1323,30.685,72.915,68.95804,360.24315,12.685,4,123.33,1.80055,2,0.965,9.72,0,12.685,0,4.825,0.28,5.105,18.7816375,0,7.89E-07,68.55,10,84,20.0281,598.8666667,15.33333333,2.333333333,81,2.926666667,2,3.333333333,0,0,5.333333333,0,2.666666667,0,0,2.666666667,12.88333333,0.257666667,0,83.66666667
Ga0.952Ti0.048,Si1O2,55,1323,30.568,72.512,68.673912,381.53832,12.568,4,123.824,1.79704,2,0.952,9.616,0,12.568,0,4.76,0.384,5.144,18.75346,0,1.08E-06,70.24,10,84,20.0281,598.8666667,15.33333333,2.333333333,81,2.926666667,2,3.333333333,0,0,5.333333333,0,2.666666667,0,0,2.666666667,12.88333333,0.257666667,0,83.66666667
Ga0.939Ti0.061,Si1O2,56,1323,30.451,72.109,68.389784,402.83349,12.451,4,124.318,1.79353,2,0.939,9.512,0,12.451,0,4.695,0.488,5.183,18.7252825,0,1.37E-06,71.93,10,84,20.0281,598.8666667,15.33333333,2.333333333,81,2.926666667,2,3.333333333,0,0,5.333333333,0,2.666666667,0,0,2.666666667,12.88333333,0.257666667,0,83.66666667
Ga0.919Ti0.081,Si1O2,55,1323,30.271,71.489,67.952664,435.59529,12.271,4,125.078,1.78813,2,0.919,9.352,0,12.271,0,4.595,0.648,5.243,18.6819325,0,1.83E-06,74.53,10,84,20.0281,598.8666667,15.33333333,2.333333333,81,2.926666667,2,3.333333333,0,0,5.333333333,0,2.666666667,0,0,2.666666667,12.88333333,0.257666667,0,83.66666667
Ga0.914Ti0.086,Si1O2,54,1323,30.226,71.334,67.843384,443.78574,12.226,4,125.268,1.78678,2,0.914,9.312,0,12.226,0,4.57,0.688,5.258,18.671095,0,1.94E-06,75.18,10,84,20.0281,598.8666667,15.33333333,2.333333333,81,2.926666667,2,3.333333333,0,0,5.333333333,0,2.666666667,0,0,2.666666667,12.88333333,0.257666667,0,83.66666667
Ga0.897Ti0.103,Si1O2,55,1323,30.073,70.807,67.471832,471.63327,12.073,4,125.914,1.78219,2,0.897,9.176,0,12.073,0,4.485,0.824,5.309,18.6342475,0,2.32E-06,77.39,10,84,20.0281,598.8666667,15.33333333,2.333333333,81,2.926666667,2,3.333333333,0,0,5.333333333,0,2.666666667,0,0,2.666666667,12.88333333,0.257666667,0,83.66666667
Ga0.895Ti0.105,Si1O2,53,1323,30.055,70.745,67.42812,474.90945,12.055,4,125.99,1.78165,2,0.895,9.16,0,12.055,0,4.475,0.84,5.315,18.6299125,0,2.37E-06,77.65,10,84,20.0281,598.8666667,15.33333333,2.333333333,81,2.926666667,2,3.333333333,0,0,5.333333333,0,2.666666667,0,0,2.666666667,12.88333333,0.257666667,0,83.66666667
Cu0.824Ga0.175Ti0.001,Al2O3,131,1323,29.343,65.729,64.611296,1173.75273,11.343,4,130.278,1.88389,1.176,0.175,9.992,0,11.343,0.824,0.875,0.008,1.707,12.4384325,0,2.25E-08,196.794,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Cu0.815Ga0.173Ti0.012,Al2O3,98,1323,29.262,65.478,64.426473,1182.27798,11.262,4,130.606,1.88011,1.185,0.173,9.904,0,11.262,0.815,0.865,0.096,1.776,12.4846775,0,2.70E-07,196.775,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Cu0.807Ga0.171Ti0.022,Al2O3,88,1323,29.188,65.248,64.257329,1190.22,11.188,4,130.906,1.87669,1.193,0.171,9.824,0,11.188,0.807,0.855,0.176,1.838,12.5253025,0,4.96E-07,196.787,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Cu0.799Ga0.17Ti0.031,Al2O3,79,1323,29.123,65.049,64.110041,1196.52393,11.123,4,131.168,1.87354,1.201,0.17,9.752,0,11.123,0.799,0.85,0.248,1.897,12.568095,0,6.99E-07,196.669,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Cu0.79Ga0.167Ti0.043,Al2O3,66,1323,29.033,64.767,63.903362,1206.68727,11.033,4,131.534,1.86949,1.21,0.167,9.656,0,11.033,0.79,0.835,0.344,1.969,12.6121725,0,9.69E-07,196.78,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Cu0.783Ga0.166Ti0.051,Al2O3,57,1323,28.975,64.589,63.771753,1212.40797,10.975,4,131.768,1.8667,1.217,0.166,9.592,0,10.975,0.783,0.83,0.408,2.021,12.649345,0,1.15E-06,196.693,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Cu0.775Ga0.164Ti0.061,Al2O3,50,1323,28.901,64.359,63.602609,1220.34999,10.901,4,132.068,1.86328,1.225,0.164,9.512,0,10.901,0.775,0.82,0.488,2.083,12.68997,0,1.37E-06,196.705,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Cu0.759Ga0.161Ti0.08,Al2O3,46,1323,28.762,63.93,63.286177,1234.59594,10.762,4,132.63,1.85671,1.241,0.161,9.36,0,10.762,0.759,0.805,0.64,2.204,12.7733875,0,1.80E-06,196.599,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Cu0.752Ga0.159Ti0.089,Al2O3,40,1323,28.695,63.721,63.132712,1241.95473,10.695,4,132.902,1.85365,1.248,0.159,9.288,0,10.695,0.752,0.795,0.712,2.259,12.8083925,0,2.01E-06,196.642,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Cu0.815Ga0.173Ti0.012,Si1O2,109,1323,29.262,65.478,64.426473,1182.27798,11.262,4,130.606,1.88011,1.185,0.173,9.904,0,11.262,0.815,0.865,0.096,1.776,12.4846775,0,2.70E-07,196.775,10,84,20.0281,598.8666667,15.33333333,2.333333333,81,2.926666667,2,3.333333333,0,0,5.333333333,0,2.666666667,0,0,2.666666667,12.88333333,0.257666667,0,83.66666667
Cu0.807Ga0.171Ti0.022,Si1O2,56,1323,29.188,65.248,64.257329,1190.22,11.188,4,130.906,1.87669,1.193,0.171,9.824,0,11.188,0.807,0.855,0.176,1.838,12.5253025,0,4.96E-07,196.787,10,84,20.0281,598.8666667,15.33333333,2.333333333,81,2.926666667,2,3.333333333,0,0,5.333333333,0,2.666666667,0,0,2.666666667,12.88333333,0.257666667,0,83.66666667
Cu0.799Ga0.169Ti0.032,Si1O2,36,1323,29.114,65.018,64.088185,1198.16202,11.114,4,131.206,1.87327,1.201,0.169,9.744,0,11.114,0.799,0.845,0.256,1.9,12.5659275,0,7.21E-07,196.799,10,84,20.0281,598.8666667,15.33333333,2.333333333,81,2.926666667,2,3.333333333,0,0,5.333333333,0,2.666666667,0,0,2.666666667,12.88333333,0.257666667,0,83.66666667
Cu0.791Ga0.168Ti0.041,Si1O2,27,1323,29.049,64.819,63.940897,1204.46595,11.049,4,131.468,1.87012,1.209,0.168,9.672,0,11.049,0.791,0.84,0.328,1.959,12.60872,0,9.24E-07,196.681,10,84,20.0281,598.8666667,15.33333333,2.333333333,81,2.926666667,2,3.333333333,0,0,5.333333333,0,2.666666667,0,0,2.666666667,12.88333333,0.257666667,0,83.66666667
Cu0.782Ga0.166Ti0.052,Si1O2,22,1323,28.968,64.568,63.756074,1212.9912,10.968,4,131.796,1.86634,1.218,0.166,9.584,0,10.968,0.782,0.83,0.416,2.028,12.654965,0,1.17E-06,196.662,10,84,20.0281,598.8666667,15.33333333,2.333333333,81,2.926666667,2,3.333333333,0,0,5.333333333,0,2.666666667,0,0,2.666666667,12.88333333,0.257666667,0,83.66666667
Cu0.766Ga0.163Ti0.071,Si1O2,19,1323,28.829,64.139,63.439642,1227.23715,10.829,4,132.358,1.85977,1.234,0.163,9.432,0,10.829,0.766,0.815,0.568,2.149,12.7383825,0,1.60E-06,196.556,10,84,20.0281,598.8666667,15.33333333,2.333333333,81,2.926666667,2,3.333333333,0,0,5.333333333,0,2.666666667,0,0,2.666666667,12.88333333,0.257666667,0,83.66666667
Cu0.75Ga0.159Ti0.091,Si1O2,17,1323,28.681,63.679,63.101354,1243.12119,10.681,4,132.958,1.85293,1.25,0.159,9.272,0,10.681,0.75,0.795,0.728,2.273,12.8196325,0,2.05E-06,196.58,10,84,20.0281,598.8666667,15.33333333,2.333333333,81,2.926666667,2,3.333333333,0,0,5.333333333,0,2.666666667,0,0,2.666666667,12.88333333,0.257666667,0,83.66666667
Sn,Al2O3,140.7282439,873,50,80,118.71,505.08,14,5,139,1.96,2,2,10,0,14,0,4,0,4,33.285,0,0,141,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Sn,Al2O3,140.2029824,973,50,80,118.71,505.08,14,5,139,1.96,2,2,10,0,14,0,4,0,4,33.285,0,0,141,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Sn,Al2O3,139.0064545,1023,50,80,118.71,505.08,14,5,139,1.96,2,2,10,0,14,0,4,0,4,33.285,0,0,141,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Sn,Al2O3,115.7168929,1073,50,80,118.71,505.08,14,5,139,1.96,2,2,10,0,14,0,4,0,4,33.285,0,0,141,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Sn,Al2O3,114.7233474,1123,50,80,118.71,505.08,14,5,139,1.96,2,2,10,0,14,0,4,0,4,33.285,0,0,141,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Sn,Al2O3,114.3654574,1173,50,80,118.71,505.08,14,5,139,1.96,2,2,10,0,14,0,4,0,4,33.285,0,0,141,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Sn,Al2O3,115.6705987,1223,50,80,118.71,505.08,14,5,139,1.96,2,2,10,0,14,0,4,0,4,33.285,0,0,141,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Sn,Al2O3,115.925217,1273,50,80,118.71,505.08,14,5,139,1.96,2,2,10,0,14,0,4,0,4,33.285,0,0,141,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Sn,Al2O3,119.3153795,1323,50,80,118.71,505.08,14,5,139,1.96,2,2,10,0,14,0,4,0,4,33.285,0,0,141,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Sn,Al2O3,122.4918763,1373,50,80,118.71,505.08,14,5,139,1.96,2,2,10,0,14,0,4,0,4,33.285,0,0,141,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Sn,Al2O3,122.5452927,1423,50,80,118.71,505.08,14,5,139,1.96,2,2,10,0,14,0,4,0,4,33.285,0,0,141,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Sn,Al2O3,122.595148,1473,50,80,118.71,505.08,14,5,139,1.96,2,2,10,0,14,0,4,0,4,33.285,0,0,141,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Sn,Al2O3,121.2348097,1573,50,80,118.71,505.08,14,5,139,1.96,2,2,10,0,14,0,4,0,4,33.285,0,0,141,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Cu,Al2O3,135,1423,29,64,63.546,1357.77,11,4,132,1.9,1,0,10,0,11,1,0,0,1,11.07,0,0,225,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Cu0.9Al0.1,Al2O3,113.3928571,1423,27.4,64.9,59.88955386,1315.34,11.2,3.9,130.9,1.871,1.1,0.1,9,0,10.2,0.9,0.5,0,1.4,11.611,0,0,225,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Cu0.8Al0.2,Al2O3,100,1423,25.8,65.8,56.23310772,1272.91,11.4,3.8,129.8,1.842,1.2,0.2,8,0,9.4,0.8,1,0,1.8,12.152,0,0,225,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Cu0.7Al0.3,Al2O3,90.17857143,1423,24.2,66.7,52.57666158,1230.48,11.6,3.7,128.7,1.813,1.3,0.3,7,0,8.6,0.7,1.5,0,2.2,12.693,0,0,225,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Cu0.6Al0.4,Al2O3,84.82142857,1423,22.6,67.6,48.92021544,1188.05,11.8,3.6,127.6,1.784,1.4,0.4,6,0,7.8,0.6,2,0,2.6,13.234,0,0,225,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Cu0.9Ti0.1,Al2O3,69.64285714,1423,28.3,61.9,61.9781,1416.093,10.3,4,134.8,1.864,1.1,0,9.2,0,10.3,0.9,0,0.8,1.7,11.632,0,2.25E-06,221.9,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Cu0.8Ti0.2,Al2O3,29.46428571,1423,27.6,59.8,60.4102,1474.416,9.6,4,137.6,1.828,1.2,0,8.4,0,9.6,0.8,0,1.6,2.4,12.194,0,4.51E-06,218.8,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Cu0.7Ti0.3,Al2O3,7.142857143,1423,26.9,57.7,58.8423,1532.739,8.9,4,140.4,1.792,1.3,0,7.6,0,8.9,0.7,0,2.4,3.1,12.756,0,6.76E-06,215.7,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Cu0.6Ti0.4,Al2O3,5.357142857,1423,26.2,55.6,57.2744,1591.062,8.2,4,143.2,1.756,1.4,0,6.8,0,8.2,0.6,0,3.2,3.8,13.318,0,9.01E-06,212.6,10,81.4,20.39225544,406.268,14.8,2.4,88,2.708,2,2.8,0,0,4.8,0,3.2,0,0,3.2,12.055,0,0,97.2
Ga,Ca1F2,120,1173,31,74,69.723,302.91,13,4,122,1.81,2,1,10,0,13,0,5,0,5,18.8575,0,0,64,12.66666667,64.33333333,26.02493547,407.3333333,12,2.666666667,96.66666667,2.986666667,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,19.06166667,1.313333333,0,85
In,Ca1F2,130,1173,49,75,114.818,429.75,13,5,142,1.78,2,1,10,0,13,0,5,0,5,24.26,0,0,139,12.66666667,64.33333333,26.02493547,407.3333333,12,2.666666667,96.66666667,2.986666667,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,19.06166667,1.313333333,0,85
Ge,Ca1F2,110,1423,32,79,72.64,1211.4,14,4,120,2.01,2,2,10,0,14,0,4,0,4,23.005,0.383,0,225,12.66666667,64.33333333,26.02493547,407.3333333,12,2.666666667,96.66666667,2.986666667,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,19.06166667,1.313333333,0,85
Cu,Ca1F2,110,1423,29,64,63.546,1357.77,11,4,132,1.9,1,0,10,0,11,1,0,0,1,11.07,0,0,225,12.66666667,64.33333333,26.02493547,407.3333333,12,2.666666667,96.66666667,2.986666667,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,19.06166667,1.313333333,0,85
Al,Ca1F2,90,1423,13,73,26.9815386,933.47,13,3,121,1.61,2,1,0,0,3,0,5,0,5,16.48,0,0,225,12.66666667,64.33333333,26.02493547,407.3333333,12,2.666666667,96.66666667,2.986666667,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,19.06166667,1.313333333,0,85
In,Ca1F2,120,1423,49,75,114.818,429.75,13,5,142,1.78,2,1,10,0,13,0,5,0,5,24.26,0,0,139,12.66666667,64.33333333,26.02493547,407.3333333,12,2.666666667,96.66666667,2.986666667,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,19.06166667,1.313333333,0,85
Ga,Ca1F2,88,1423,31,74,69.723,302.91,13,4,122,1.81,2,1,10,0,13,0,5,0,5,18.8575,0,0,64,12.66666667,64.33333333,26.02493547,407.3333333,12,2.666666667,96.66666667,2.986666667,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,19.06166667,1.313333333,0,85
Ge,Ca1F2,128,1523,32,79,72.64,1211.4,14,4,120,2.01,2,2,10,0,14,0,4,0,4,23.005,0.383,0,225,12.66666667,64.33333333,26.02493547,407.3333333,12,2.666666667,96.66666667,2.986666667,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,19.06166667,1.313333333,0,85
Al,Ca1F2,126,1523,13,73,26.9815386,933.47,13,3,121,1.61,2,1,0,0,3,0,5,0,5,16.48,0,0,225,12.66666667,64.33333333,26.02493547,407.3333333,12,2.666666667,96.66666667,2.986666667,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,19.06166667,1.313333333,0,85
Cu,Ca1F2,127,1523,29,64,63.546,1357.77,11,4,132,1.9,1,0,10,0,11,1,0,0,1,11.07,0,0,225,12.66666667,64.33333333,26.02493547,407.3333333,12,2.666666667,96.66666667,2.986666667,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,19.06166667,1.313333333,0,85
In,Ca1F2,130,1123,49,75,114.818,429.75,13,5,142,1.78,2,1,10,0,13,0,5,0,5,24.26,0,0,139,12.66666667,64.33333333,26.02493547,407.3333333,12,2.666666667,96.66666667,2.986666667,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,19.06166667,1.313333333,0,85
Sn,Ca1F2,125,1173,50,80,118.71,505.08,14,5,139,1.96,2,2,10,0,14,0,4,0,4,33.285,0,0,141,12.66666667,64.33333333,26.02493547,407.3333333,12,2.666666667,96.66666667,2.986666667,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,19.06166667,1.313333333,0,85
Au,Ca1F2,114,1373,79,66,196.966569,1337.33,11,6,136,2.54,1,0,10,14,25,1,0,0,1,16.7,0,0,225,12.66666667,64.33333333,26.02493547,407.3333333,12,2.666666667,96.66666667,2.986666667,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,19.06166667,1.313333333,0,85
Ge,Ca1F2,115,1273,32,79,72.64,1211.4,14,4,120,2.01,2,2,10,0,14,0,4,0,4,23.005,0.383,0,225,12.66666667,64.33333333,26.02493547,407.3333333,12,2.666666667,96.66666667,2.986666667,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,19.06166667,1.313333333,0,85
In0.98Ti0.02,Ca1F2,30,1123,48.46,74.36,113.47898,459.975,12.82,4.98,142.36,1.7752,2,0.98,9.84,0,12.82,0,4.9,0.16,5.06,24.1086,0,4.51E-07,140.1,12.66666667,64.33333333,26.02493547,407.3333333,12,2.666666667,96.66666667,2.986666667,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,19.06166667,1.313333333,0,85
Sn0.98Ti0.02,Ca1F2,51,1173,49.44,79.26,117.29314,533.7984,13.8,4.98,139.42,1.9516,2,1.96,9.84,0,13.8,0,3.92,0.16,4.08,32.9531,0,4.51E-07,142.06,12.66666667,64.33333333,26.02493547,407.3333333,12,2.666666667,96.66666667,2.986666667,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,19.06166667,1.313333333,0,85
Ga0.98Ti0.02,Ca1F2,58,1173,30.82,73.38,69.28588,335.6718,12.82,4,122.76,1.8046,2,0.98,9.84,0,12.82,0,4.9,0.16,5.06,18.81415,0,4.51E-07,66.6,12.66666667,64.33333333,26.02493547,407.3333333,12,2.666666667,96.66666667,2.986666667,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,19.06166667,1.313333333,0,85
Au0.98Ti0.02,Ca1F2,98,1373,77.86,65.54,193.9845776,1349.4034,10.86,5.96,136.48,2.52,1.02,0,9.84,13.72,24.58,0.98,0,0.16,1.14,16.6998,0,4.51E-07,224.38,12.66666667,64.33333333,26.02493547,407.3333333,12,2.666666667,96.66666667,2.986666667,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,19.06166667,1.313333333,0,85
Ge0.98Ti0.02,Ca1F2,98,1273,31.8,78.28,72.14454,1225.992,13.8,4,120.8,2.0006,2,1.96,9.84,0,13.8,0,3.92,0.16,4.08,22.8787,0.37534,4.51E-07,224.38,12.66666667,64.33333333,26.02493547,407.3333333,12,2.666666667,96.66666667,2.986666667,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,19.06166667,1.313333333,0,85
Au0.95Ti0.05,Ca1F2,97,1373,76.15,64.85,189.5115906,1367.5135,10.65,5.9,137.2,2.49,1.05,0,9.6,13.3,23.95,0.95,0,0.4,1.35,16.6995,0,1.13E-06,223.45,12.66666667,64.33333333,26.02493547,407.3333333,12,2.666666667,96.66666667,2.986666667,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,19.06166667,1.313333333,0,85
Ge0.96Ti0.04,Ca1F2,99,1373,31.6,77.56,71.64908,1240.584,13.6,4,121.6,1.9912,2,1.92,9.68,0,13.6,0,3.84,0.32,4.16,22.7524,0.36768,9.01E-07,223.76,12.66666667,64.33333333,26.02493547,407.3333333,12,2.666666667,96.66666667,2.986666667,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,19.06166667,1.313333333,0,85
Ga0.99Ti0.01,Ca1F2,80,1173,30.91,73.69,69.50444,319.2909,12.91,4,122.38,1.8073,2,0.99,9.92,0,12.91,0,4.95,0.08,5.03,18.835825,0,2.25E-07,65.3,12.66666667,64.33333333,26.02493547,407.3333333,12,2.666666667,96.66666667,2.986666667,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,19.06166667,1.313333333,0,85
Ga0.97Ti0.03,Ca1F2,61,1173,30.73,73.07,69.06732,352.0527,12.73,4,123.14,1.8019,2,0.97,9.76,0,12.73,0,4.85,0.24,5.09,18.792475,0,6.76E-07,67.9,12.66666667,64.33333333,26.02493547,407.3333333,12,2.666666667,96.66666667,2.986666667,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,19.06166667,1.313333333,0,85
Sn0.955Ti0.045,Ca1F2,53,1173,48.74,78.335,115.522065,569.6964,13.55,4.955,139.945,1.9411,2,1.91,9.64,0,13.55,0,3.82,0.36,4.18,32.538225,0,1.01E-06,143.385,12.66666667,64.33333333,26.02493547,407.3333333,12,2.666666667,96.66666667,2.986666667,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,19.06166667,1.313333333,0,85
In0.995Ti0.005,Ca1F2,40,1123,48.865,74.84,114.483245,437.30625,12.955,4.995,142.09,1.7788,2,0.995,9.96,0,12.955,0,4.975,0.04,5.015,24.22215,0,1.13E-07,139.275,12.66666667,64.33333333,26.02493547,407.3333333,12,2.666666667,96.66666667,2.986666667,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,19.06166667,1.313333333,0,85
In0.985Ti0.015,Ca1F2,37,1123,48.595,74.52,113.813735,452.41875,12.865,4.985,142.27,1.7764,2,0.985,9.88,0,12.865,0,4.925,0.12,5.045,24.14645,0,3.38E-07,139.825,12.66666667,64.33333333,26.02493547,407.3333333,12,2.666666667,96.66666667,2.986666667,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,19.06166667,1.313333333,0,85
In0.97Ti0.03,Ca1F2,29,1123,48.19,74.04,112.80947,475.0875,12.73,4.97,142.54,1.7728,2,0.97,9.76,0,12.73,0,4.85,0.24,5.09,24.0329,0,6.76E-07,140.65,12.66666667,64.33333333,26.02493547,407.3333333,12,2.666666667,96.66666667,2.986666667,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,19.06166667,1.313333333,0,85
Cu,Ca1F2,112,1423,29,64,63.546,1357.77,11,4,132,1.9,1,0,10,0,11,1,0,0,1,11.07,0,0,225,12.66666667,64.33333333,26.02493547,407.3333333,12,2.666666667,96.66666667,2.986666667,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,19.06166667,1.313333333,0,85
Cu0.95Ti0.05,Ca1F2,109,1423,28.65,62.95,62.76205,1386.9315,10.65,4,133.4,1.882,1.05,0,9.6,0,10.65,0.95,0,0.4,1.35,11.351,0,1.13E-06,223.45,12.66666667,64.33333333,26.02493547,407.3333333,12,2.666666667,96.66666667,2.986666667,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,19.06166667,1.313333333,0,85
