Metal,Substrate,theta,Temp,Me_MagpieData mean Number,Me_MagpieData mean MendeleevNumber,Me_MagpieData mean AtomicWeight,Me_MagpieData mean MeltingT,Me_MagpieData mean Column,Me_MagpieData mean Row,Me_MagpieData mean CovalentRadius,Me_MagpieData mean Electronegativity,Me_MagpieData mean NsValence,Me_MagpieData mean NpValence,Me_MagpieData mean NdValence,Me_MagpieData mean NfValence,Me_MagpieData mean NValence,Me_MagpieData mean NsUnfilled,Me_MagpieData mean NpUnfilled,Me_MagpieData mean NdUnfilled,Me_MagpieData mean NUnfilled,Me_MagpieData mean GSvolume_pa,Me_MagpieData mean GSbandgap,Me_MagpieData mean GSmagmom,Me_MagpieData mean SpaceGroupNumber,Ce_MagpieData mean Number,Ce_MagpieData mean MendeleevNumber,Ce_MagpieData mean AtomicWeight,Ce_MagpieData mean MeltingT,Ce_MagpieData mean Column,Ce_MagpieData mean Row,Ce_MagpieData mean CovalentRadius,Ce_MagpieData mean Electronegativity,Ce_MagpieData mean NsValence,Ce_MagpieData mean NpValence,Ce_MagpieData mean NdValence,Ce_MagpieData mean NfValence,Ce_MagpieData mean NValence,Ce_MagpieData mean NsUnfilled,Ce_MagpieData mean NpUnfilled,Ce_MagpieData mean NdUnfilled,Ce_MagpieData mean NfUnfilled,Ce_MagpieData mean NUnfilled,Ce_MagpieData mean GSvolume_pa,Ce_MagpieData mean GSbandgap,Ce_MagpieData mean GSmagmom,Ce_MagpieData mean SpaceGroupNumber
Cu0.85Ti0.15,Ca1F2,110,1423,27.95,60.85,61.19415,1445.2545,9.95,4,136.2,1.846,1.15,0,8.8,0,9.95,0.85,0,1.2,2.05,11.913,0,3.38E-06,220.35,12.66666667,64.33333333,26.02493547,407.3333333,12,2.666666667,96.66666667,2.986666667,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,19.06166667,1.313333333,0,85
Cu0.75Ti0.25,Ca1F2,110,1423,27.25,58.75,59.62625,1503.5775,9.25,4,139,1.81,1.25,0,8,0,9.25,0.75,0,2,2.75,12.475,0,5.63E-06,217.25,12.66666667,64.33333333,26.02493547,407.3333333,12,2.666666667,96.66666667,2.986666667,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,19.06166667,1.313333333,0,85
Cu0.6Ti0.4,Ca1F2,113,1423,26.2,55.6,57.2744,1591.062,8.2,4,143.2,1.756,1.4,0,6.8,0,8.2,0.6,0,3.2,3.8,13.318,0,9.01E-06,212.6,12.66666667,64.33333333,26.02493547,407.3333333,12,2.666666667,96.66666667,2.986666667,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,19.06166667,1.313333333,0,85
Ga,Sr1F2,144.9315068,373,31,74,69.723,302.91,13,4,122,1.81,2,1,10,0,13,0,5,0,5,18.8575,0,0,64,18.66666667,64.66666667,41.8722688,385.6666667,12,3,103,2.97,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,24.54833333,1.313333333,0,85
Ga,Sr1F2,140,473,31,74,69.723,302.91,13,4,122,1.81,2,1,10,0,13,0,5,0,5,18.8575,0,0,64,18.66666667,64.66666667,41.8722688,385.6666667,12,3,103,2.97,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,24.54833333,1.313333333,0,85
Ga,Sr1F2,136.1643836,573,31,74,69.723,302.91,13,4,122,1.81,2,1,10,0,13,0,5,0,5,18.8575,0,0,64,18.66666667,64.66666667,41.8722688,385.6666667,12,3,103,2.97,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,24.54833333,1.313333333,0,85
Ga,Sr1F2,133.1506849,673,31,74,69.723,302.91,13,4,122,1.81,2,1,10,0,13,0,5,0,5,18.8575,0,0,64,18.66666667,64.66666667,41.8722688,385.6666667,12,3,103,2.97,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,24.54833333,1.313333333,0,85
Ga,Sr1F2,129.0410959,773,31,74,69.723,302.91,13,4,122,1.81,2,1,10,0,13,0,5,0,5,18.8575,0,0,64,18.66666667,64.66666667,41.8722688,385.6666667,12,3,103,2.97,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,24.54833333,1.313333333,0,85
Ga,Sr1F2,126.3013699,873,31,74,69.723,302.91,13,4,122,1.81,2,1,10,0,13,0,5,0,5,18.8575,0,0,64,18.66666667,64.66666667,41.8722688,385.6666667,12,3,103,2.97,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,24.54833333,1.313333333,0,85
Ga,Sr1F2,123.2876712,973,31,74,69.723,302.91,13,4,122,1.81,2,1,10,0,13,0,5,0,5,18.8575,0,0,64,18.66666667,64.66666667,41.8722688,385.6666667,12,3,103,2.97,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,24.54833333,1.313333333,0,85
Ga,Sr1F2,119.1780822,1073,31,74,69.723,302.91,13,4,122,1.81,2,1,10,0,13,0,5,0,5,18.8575,0,0,64,18.66666667,64.66666667,41.8722688,385.6666667,12,3,103,2.97,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,24.54833333,1.313333333,0,85
Ga,Sr1F2,116.9863014,1173,31,74,69.723,302.91,13,4,122,1.81,2,1,10,0,13,0,5,0,5,18.8575,0,0,64,18.66666667,64.66666667,41.8722688,385.6666667,12,3,103,2.97,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,24.54833333,1.313333333,0,85
In,Sr1F2,157.8082192,473,49,75,114.818,429.75,13,5,142,1.78,2,1,10,0,13,0,5,0,5,24.26,0,0,139,18.66666667,64.66666667,41.8722688,385.6666667,12,3,103,2.97,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,24.54833333,1.313333333,0,85
In,Sr1F2,154.7945205,573,49,75,114.818,429.75,13,5,142,1.78,2,1,10,0,13,0,5,0,5,24.26,0,0,139,18.66666667,64.66666667,41.8722688,385.6666667,12,3,103,2.97,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,24.54833333,1.313333333,0,85
In,Sr1F2,149.8630137,673,49,75,114.818,429.75,13,5,142,1.78,2,1,10,0,13,0,5,0,5,24.26,0,0,139,18.66666667,64.66666667,41.8722688,385.6666667,12,3,103,2.97,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,24.54833333,1.313333333,0,85
In,Sr1F2,143.8356164,773,49,75,114.818,429.75,13,5,142,1.78,2,1,10,0,13,0,5,0,5,24.26,0,0,139,18.66666667,64.66666667,41.8722688,385.6666667,12,3,103,2.97,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,24.54833333,1.313333333,0,85
In,Sr1F2,140,873,49,75,114.818,429.75,13,5,142,1.78,2,1,10,0,13,0,5,0,5,24.26,0,0,139,18.66666667,64.66666667,41.8722688,385.6666667,12,3,103,2.97,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,24.54833333,1.313333333,0,85
In,Sr1F2,135.890411,973,49,75,114.818,429.75,13,5,142,1.78,2,1,10,0,13,0,5,0,5,24.26,0,0,139,18.66666667,64.66666667,41.8722688,385.6666667,12,3,103,2.97,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,24.54833333,1.313333333,0,85
In,Sr1F2,133.1506849,1073,49,75,114.818,429.75,13,5,142,1.78,2,1,10,0,13,0,5,0,5,24.26,0,0,139,18.66666667,64.66666667,41.8722688,385.6666667,12,3,103,2.97,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,24.54833333,1.313333333,0,85
Sn,Sr1F2,156.1643836,523,50,80,118.71,505.08,14,5,139,1.96,2,2,10,0,14,0,4,0,4,33.285,0,0,141,18.66666667,64.66666667,41.8722688,385.6666667,12,3,103,2.97,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,24.54833333,1.313333333,0,85
Sn,Sr1F2,152.6027397,573,50,80,118.71,505.08,14,5,139,1.96,2,2,10,0,14,0,4,0,4,33.285,0,0,141,18.66666667,64.66666667,41.8722688,385.6666667,12,3,103,2.97,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,24.54833333,1.313333333,0,85
Sn,Sr1F2,145.7534247,673,50,80,118.71,505.08,14,5,139,1.96,2,2,10,0,14,0,4,0,4,33.285,0,0,141,18.66666667,64.66666667,41.8722688,385.6666667,12,3,103,2.97,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,24.54833333,1.313333333,0,85
Sn,Sr1F2,142.1917808,773,50,80,118.71,505.08,14,5,139,1.96,2,2,10,0,14,0,4,0,4,33.285,0,0,141,18.66666667,64.66666667,41.8722688,385.6666667,12,3,103,2.97,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,24.54833333,1.313333333,0,85
Sn,Sr1F2,135.0684932,873,50,80,118.71,505.08,14,5,139,1.96,2,2,10,0,14,0,4,0,4,33.285,0,0,141,18.66666667,64.66666667,41.8722688,385.6666667,12,3,103,2.97,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,24.54833333,1.313333333,0,85
Sn,Sr1F2,133.1506849,973,50,80,118.71,505.08,14,5,139,1.96,2,2,10,0,14,0,4,0,4,33.285,0,0,141,18.66666667,64.66666667,41.8722688,385.6666667,12,3,103,2.97,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,24.54833333,1.313333333,0,85
Sn,Sr1F2,126.0273973,1073,50,80,118.71,505.08,14,5,139,1.96,2,2,10,0,14,0,4,0,4,33.285,0,0,141,18.66666667,64.66666667,41.8722688,385.6666667,12,3,103,2.97,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,24.54833333,1.313333333,0,85
Sn,Sr1F2,121.0958904,1173,50,80,118.71,505.08,14,5,139,1.96,2,2,10,0,14,0,4,0,4,33.285,0,0,141,18.66666667,64.66666667,41.8722688,385.6666667,12,3,103,2.97,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,24.54833333,1.313333333,0,85
Sn,Sr1F2,118.0821918,1273,50,80,118.71,505.08,14,5,139,1.96,2,2,10,0,14,0,4,0,4,33.285,0,0,141,18.66666667,64.66666667,41.8722688,385.6666667,12,3,103,2.97,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,24.54833333,1.313333333,0,85
Sn,Sr1F2,115.890411,1373,50,80,118.71,505.08,14,5,139,1.96,2,2,10,0,14,0,4,0,4,33.285,0,0,141,18.66666667,64.66666667,41.8722688,385.6666667,12,3,103,2.97,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,24.54833333,1.313333333,0,85
Sn,Sr1F2,112.0547945,1423,50,80,118.71,505.08,14,5,139,1.96,2,2,10,0,14,0,4,0,4,33.285,0,0,141,18.66666667,64.66666667,41.8722688,385.6666667,12,3,103,2.97,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,24.54833333,1.313333333,0,85
Pb,Sr1F2,133.9726027,623,82,81,207.2,600.61,14,6,146,2.33,2,2,10,14,28,0,4,0,4,28.11,0,0,225,18.66666667,64.66666667,41.8722688,385.6666667,12,3,103,2.97,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,24.54833333,1.313333333,0,85
Pb,Sr1F2,131.2328767,673,82,81,207.2,600.61,14,6,146,2.33,2,2,10,14,28,0,4,0,4,28.11,0,0,225,18.66666667,64.66666667,41.8722688,385.6666667,12,3,103,2.97,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,24.54833333,1.313333333,0,85
Pb,Sr1F2,127.9452055,773,82,81,207.2,600.61,14,6,146,2.33,2,2,10,14,28,0,4,0,4,28.11,0,0,225,18.66666667,64.66666667,41.8722688,385.6666667,12,3,103,2.97,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,24.54833333,1.313333333,0,85
Pb,Sr1F2,124.9315068,873,82,81,207.2,600.61,14,6,146,2.33,2,2,10,14,28,0,4,0,4,28.11,0,0,225,18.66666667,64.66666667,41.8722688,385.6666667,12,3,103,2.97,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,24.54833333,1.313333333,0,85
Pb,Sr1F2,122.4657534,973,82,81,207.2,600.61,14,6,146,2.33,2,2,10,14,28,0,4,0,4,28.11,0,0,225,18.66666667,64.66666667,41.8722688,385.6666667,12,3,103,2.97,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,24.54833333,1.313333333,0,85
Pb,Sr1F2,116.9863014,1073,82,81,207.2,600.61,14,6,146,2.33,2,2,10,14,28,0,4,0,4,28.11,0,0,225,18.66666667,64.66666667,41.8722688,385.6666667,12,3,103,2.97,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,24.54833333,1.313333333,0,85
Al,Sr1F2,121.9178082,973,13,73,26.9815386,933.47,13,3,121,1.61,2,1,0,0,3,0,5,0,5,16.48,0,0,225,18.66666667,64.66666667,41.8722688,385.6666667,12,3,103,2.97,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,24.54833333,1.313333333,0,85
Al,Sr1F2,115.890411,1073,13,73,26.9815386,933.47,13,3,121,1.61,2,1,0,0,3,0,5,0,5,16.48,0,0,225,18.66666667,64.66666667,41.8722688,385.6666667,12,3,103,2.97,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,24.54833333,1.313333333,0,85
Al,Sr1F2,109.8630137,1173,13,73,26.9815386,933.47,13,3,121,1.61,2,1,0,0,3,0,5,0,5,16.48,0,0,225,18.66666667,64.66666667,41.8722688,385.6666667,12,3,103,2.97,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,24.54833333,1.313333333,0,85
Al,Sr1F2,100.2739726,1273,13,73,26.9815386,933.47,13,3,121,1.61,2,1,0,0,3,0,5,0,5,16.48,0,0,225,18.66666667,64.66666667,41.8722688,385.6666667,12,3,103,2.97,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,24.54833333,1.313333333,0,85
Ag,Sr1F2,130.1369863,1273,47,65,107.8682,1234.93,11,5,145,1.93,1,0,10,0,11,1,0,0,1,16.33,0,0,225,18.66666667,64.66666667,41.8722688,385.6666667,12,3,103,2.97,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,24.54833333,1.313333333,0,85
Ag,Sr1F2,124.3835616,1373,47,65,107.8682,1234.93,11,5,145,1.93,1,0,10,0,11,1,0,0,1,16.33,0,0,225,18.66666667,64.66666667,41.8722688,385.6666667,12,3,103,2.97,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,24.54833333,1.313333333,0,85
Ag,Sr1F2,120.2739726,1423,47,65,107.8682,1234.93,11,5,145,1.93,1,0,10,0,11,1,0,0,1,16.33,0,0,225,18.66666667,64.66666667,41.8722688,385.6666667,12,3,103,2.97,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,24.54833333,1.313333333,0,85
Au,Sr1F2,132.8767123,1373,79,66,196.966569,1337.33,11,6,136,2.54,1,0,10,14,25,1,0,0,1,16.7,0,0,225,18.66666667,64.66666667,41.8722688,385.6666667,12,3,103,2.97,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,24.54833333,1.313333333,0,85
Au,Sr1F2,126.3013699,1423,79,66,196.966569,1337.33,11,6,136,2.54,1,0,10,14,25,1,0,0,1,16.7,0,0,225,18.66666667,64.66666667,41.8722688,385.6666667,12,3,103,2.97,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,24.54833333,1.313333333,0,85
Cu,Sr1F2,140,1373,29,64,63.546,1357.77,11,4,132,1.9,1,0,10,0,11,1,0,0,1,11.07,0,0,225,18.66666667,64.66666667,41.8722688,385.6666667,12,3,103,2.97,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,24.54833333,1.313333333,0,85
Cu,Sr1F2,133.1506849,1423,29,64,63.546,1357.77,11,4,132,1.9,1,0,10,0,11,1,0,0,1,11.07,0,0,225,18.66666667,64.66666667,41.8722688,385.6666667,12,3,103,2.97,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,24.54833333,1.313333333,0,85
Cu,Sr1F2,126.0273973,1473,29,64,63.546,1357.77,11,4,132,1.9,1,0,10,0,11,1,0,0,1,11.07,0,0,225,18.66666667,64.66666667,41.8722688,385.6666667,12,3,103,2.97,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,24.54833333,1.313333333,0,85
In,Ca1F2,137.9715022,973,49,75,114.818,429.75,13,5,142,1.78,2,1,10,0,13,0,5,0,5,24.26,0,0,139,12.66666667,64.33333333,26.02493547,407.3333333,12,2.666666667,96.66666667,2.986666667,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,19.06166667,1.313333333,0,85
In,Sr1F2,136.1543719,973,49,75,114.818,429.75,13,5,142,1.78,2,1,10,0,13,0,5,0,5,24.26,0,0,139,18.66666667,64.66666667,41.8722688,385.6666667,12,3,103,2.97,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,24.54833333,1.313333333,0,85
In,Ba1F2,132.2372364,973,49,75,114.818,429.75,13,5,142,1.78,2,1,10,0,13,0,5,0,5,24.26,0,0,139,24.66666667,65,58.4412688,369,12,3.333333333,109.6666667,2.95,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,27.66833333,1.313333333,0,86.33333333
In,Mg1F2,126.3610074,973,49,75,114.818,429.75,13,5,142,1.78,2,1,10,0,13,0,5,0,5,24.26,0,0,139,10,84.66666667,20.7672688,343.3333333,12,2.333333333,85,3.09,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,14.10166667,1.313333333,0,74.66666667
Cu,Ca1F2,135.0344392,1423,29,64,63.546,1357.77,11,4,132,1.9,1,0,10,0,11,1,0,0,1,11.07,0,0,225,12.66666667,64.33333333,26.02493547,407.3333333,12,2.666666667,96.66666667,2.986666667,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,19.06166667,1.313333333,0,85
Cu,Sr1F2,133.0753457,1423,29,64,63.546,1357.77,11,4,132,1.9,1,0,10,0,11,1,0,0,1,11.07,0,0,225,18.66666667,64.66666667,41.8722688,385.6666667,12,3,103,2.97,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,24.54833333,1.313333333,0,85
Cu,Ba1F2,130.2781429,1423,29,64,63.546,1357.77,11,4,132,1.9,1,0,10,0,11,1,0,0,1,11.07,0,0,225,24.66666667,65,58.4412688,369,12,3.333333333,109.6666667,2.95,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,27.66833333,1.313333333,0,86.33333333
Cu,Mg1F2,121.6057627,1423,29,64,63.546,1357.77,11,4,132,1.9,1,0,10,0,11,1,0,0,1,11.07,0,0,225,10,84.66666667,20.7672688,343.3333333,12,2.333333333,85,3.09,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,14.10166667,1.313333333,0,74.66666667
Au,Ca1F2,128.1802408,1423,79,66,196.966569,1337.33,11,6,136,2.54,1,0,10,14,25,1,0,0,1,16.7,0,0,225,12.66666667,64.33333333,26.02493547,407.3333333,12,2.666666667,96.66666667,2.986666667,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,19.06166667,1.313333333,0,85
Au,Sr1F2,126.2221989,1423,79,66,196.966569,1337.33,11,6,136,2.54,1,0,10,14,25,1,0,0,1,16.7,0,0,225,18.66666667,64.66666667,41.8722688,385.6666667,12,3,103,2.97,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,24.54833333,1.313333333,0,85
Au,Ba1F2,120.4868815,1423,79,66,196.966569,1337.33,11,6,136,2.54,1,0,10,14,25,1,0,0,1,16.7,0,0,225,24.66666667,65,58.4412688,369,12,3.333333333,109.6666667,2.95,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,27.66833333,1.313333333,0,86.33333333
Au,Mg1F2,115.7305852,1423,79,66,196.966569,1337.33,11,6,136,2.54,1,0,10,14,25,1,0,0,1,16.7,0,0,225,10,84.66666667,20.7672688,343.3333333,12,2.333333333,85,3.09,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,14.10166667,1.313333333,0,74.66666667
Ag,Ca1F2,125.9435302,1373,47,65,107.8682,1234.93,11,5,145,1.93,1,0,10,0,11,1,0,0,1,16.33,0,0,225,12.66666667,64.33333333,26.02493547,407.3333333,12,2.666666667,96.66666667,2.986666667,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,19.06166667,1.313333333,0,85
Ag,Sr1F2,124.1242968,1373,47,65,107.8682,1234.93,11,5,145,1.93,1,0,10,0,11,1,0,0,1,16.33,0,0,225,18.66666667,64.66666667,41.8722688,385.6666667,12,3,103,2.97,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,24.54833333,1.313333333,0,85
Ag,Ba1F2,118.390031,1373,47,65,107.8682,1234.93,11,5,145,1.93,1,0,10,0,11,1,0,0,1,16.33,0,0,225,24.66666667,65,58.4412688,369,12,3.333333333,109.6666667,2.95,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,27.66833333,1.313333333,0,86.33333333
Ag,Mg1F2,114.4728955,1373,47,65,107.8682,1234.93,11,5,145,1.93,1,0,10,0,11,1,0,0,1,16.33,0,0,225,10,84.66666667,20.7672688,343.3333333,12,2.333333333,85,3.09,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,14.10166667,1.313333333,0,74.66666667
Ga,Ca1F2,123.0054156,1073,31,74,69.723,302.91,13,4,122,1.81,2,1,10,0,13,0,5,0,5,18.8575,0,0,64,12.66666667,64.33333333,26.02493547,407.3333333,12,2.666666667,96.66666667,2.986666667,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,19.06166667,1.313333333,0,85
Ga,Sr1F2,122.4459751,1073,31,74,69.723,302.91,13,4,122,1.81,2,1,10,0,13,0,5,0,5,18.8575,0,0,64,18.66666667,64.66666667,41.8722688,385.6666667,12,3,103,2.97,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,24.54833333,1.313333333,0,85
Ga,Ba1F2,112.376045,1073,31,74,69.723,302.91,13,4,122,1.81,2,1,10,0,13,0,5,0,5,18.8575,0,0,64,24.66666667,65,58.4412688,369,12,3.333333333,109.6666667,2.95,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,27.66833333,1.313333333,0,86.33333333
Ga,Mg1F2,108.5998212,1073,31,74,69.723,302.91,13,4,122,1.81,2,1,10,0,13,0,5,0,5,18.8575,0,0,64,10,84.66666667,20.7672688,343.3333333,12,2.333333333,85,3.09,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,14.10166667,1.313333333,0,74.66666667
Pb,Ca1F2,122.0263947,973,82,81,207.2,600.61,14,6,146,2.33,2,2,10,14,28,0,4,0,4,28.11,0,0,225,12.66666667,64.33333333,26.02493547,407.3333333,12,2.666666667,96.66666667,2.986666667,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,19.06166667,1.313333333,0,85
Pb,Sr1F2,119.2291919,973,82,81,207.2,600.61,14,6,146,2.33,2,2,10,14,28,0,4,0,4,28.11,0,0,225,18.66666667,64.66666667,41.8722688,385.6666667,12,3,103,2.97,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,24.54833333,1.313333333,0,85
Pb,Ba1F2,116.2910773,973,82,81,207.2,600.61,14,6,146,2.33,2,2,10,14,28,0,4,0,4,28.11,0,0,225,24.66666667,65,58.4412688,369,12,3.333333333,109.6666667,2.95,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,27.66833333,1.313333333,0,86.33333333
Pb,Mg1F2,111.6756927,973,82,81,207.2,600.61,14,6,146,2.33,2,2,10,14,28,0,4,0,4,28.11,0,0,225,10,84.66666667,20.7672688,343.3333333,12,2.333333333,85,3.09,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,14.10166667,1.313333333,0,74.66666667
Sn,Ca1F2,117.9704506,1373,50,80,118.71,505.08,14,5,139,1.96,2,2,10,0,14,0,4,0,4,33.285,0,0,141,12.66666667,64.33333333,26.02493547,407.3333333,12,2.666666667,96.66666667,2.986666667,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,19.06166667,1.313333333,0,85
Sn,Sr1F2,116.1522688,1373,50,80,118.71,505.08,14,5,139,1.96,2,2,10,0,14,0,4,0,4,33.285,0,0,141,18.66666667,64.66666667,41.8722688,385.6666667,12,3,103,2.97,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,24.54833333,1.313333333,0,85
Sn,Ba1F2,110.5578632,1373,50,80,118.71,505.08,14,5,139,1.96,2,2,10,0,14,0,4,0,4,33.285,0,0,141,24.66666667,65,58.4412688,369,12,3.333333333,109.6666667,2.95,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,27.66833333,1.313333333,0,86.33333333
Sn,Mg1F2,107.3400284,1373,50,80,118.71,505.08,14,5,139,1.96,2,2,10,0,14,0,4,0,4,33.285,0,0,141,10,84.66666667,20.7672688,343.3333333,12,2.333333333,85,3.09,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,14.10166667,1.313333333,0,74.66666667
Al,Sr1F2,100.348073,1273,13,73,26.9815386,933.47,13,3,121,1.61,2,1,0,0,3,0,5,0,5,16.48,0,0,225,18.66666667,64.66666667,41.8722688,385.6666667,12,3,103,2.97,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,24.54833333,1.313333333,0,85
Al,Ba1F2,98.38897944,1273,13,73,26.9815386,933.47,13,3,121,1.61,2,1,0,0,3,0,5,0,5,16.48,0,0,225,24.66666667,65,58.4412688,369,12,3.333333333,109.6666667,2.95,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,27.66833333,1.313333333,0,86.33333333
Al,Mg1F2,95.59177664,1273,13,73,26.9815386,933.47,13,3,121,1.61,2,1,0,0,3,0,5,0,5,16.48,0,0,225,10,84.66666667,20.7672688,343.3333333,12,2.333333333,85,3.09,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,14.10166667,1.313333333,0,74.66666667
Cu0.638Ti0.362,Mg1F2,118,1423,26.466,56.398,57.870202,1568.89926,8.466,4,142.136,1.76968,1.362,0,7.104,0,8.466,0.638,0,2.896,3.534,13.10444,0,8.16E-06,213.778,10,84.66666667,20.7672688,343.3333333,12,2.333333333,85,3.09,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,14.10166667,1.313333333,0,74.66666667
Cu0.244Ti0.756,Ba1F2,123,1473,23.708,48.124,51.692676,1798.69188,5.708,4,153.168,1.62784,1.756,0,3.952,0,5.708,0.244,0,6.048,6.292,15.31872,0,1.70E-05,201.564,24.66666667,65,58.4412688,369,12,3.333333333,109.6666667,2.95,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,27.66833333,1.313333333,0,86.33333333
Ni0.259Ti0.741,Ba1F2,111,1473,23.554,47.662,50.6710376,1885.833,5.554,4,150.676,1.63583,2,0,3.554,0,5.554,0,0,6.446,6.446,15.04017,0,0.154223925,202.029,24.66666667,65,58.4412688,369,12,3.333333333,109.6666667,2.95,2,3.333333333,0,0,5.333333333,0,0.666666667,0,0,0.666666667,27.66833333,1.313333333,0,86.33333333
